ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Cost,Price,Annex,value,overun_%
822,GJAKOVE,Supply,National Budget,57,"""Furnizim me bateri per invertor ne zyren e serverit""",2011,KIBERNETIKA,Gjakove,30-Sep-11,"1,770","1,770.00",Not Provided,1770,0
823,HANI I ELEZIT,Not Provided,Not Provided,Not Provided,Furnizim me nafte per nevoja te shkollave,2011,ALBA OIL NPTSH,Hani I Elezit,1-Oct-11,"7,926","7,925.90",Not Provided,7925.9,0
824,HANI I ELEZIT,Not Provided,Not Provided,Not Provided,Furnizim me nafte per nevoja komunes,2011,ALBA OIL NPTSH,Hani I Elezit,1-Oct-11,"10,181","10,180.94",Not Provided,10180.94,0
825,HANI I ELEZIT,Not Provided,Not Provided,Not Provided,Furnizim me nafte per nevoja te QKMF-se,2011,ALBA OIL NPTSH,Hani I Elezit,1-Oct-11,"7,643","7,643.42",Not Provided,7643.42,0
826,GJILAN,Jobs,Not Provided,135,"Shpurja e pusit te sh.f. ""A.Ramadani"" fshati Zheger",2011,KRONI NPSH,Gjilan,4-Oct-11,"7,167","7,167.00",Not Provided,7167,0
827,GJILAN,Supply,Not Provided,130,Furnizim me paisje per nxemje qendrore per nevoja te shkollave dhe objekteve komunale,2011,GJEOTERM,Velekince,6-Oct-11,"7,425","7,425.00",Not Provided,7425,0
828,VITI,Supply,Not Provided,64,Furnizim me material per ndertimin e permendores Hysen Terpeza ne Terpeze,2011,ARDI CONSTRUCT,Kllokot,7-Oct-11,"1,500","1,500.00",0,1500,0
829,GJILAN,Supply,Not Provided,144,Furnizim me inventar sh.f. Lagja nr. 8,2011,ILIRIA NPT,Prishtine,10-Oct-11,"5,315","5,315.00",Not Provided,5315,0
830,GJAKOVE,Supply,National Budget,47,"""Furnizim me material te shtypur zyrtare",2011,ERPO PRINT,Gjakove,11-Oct-11,"9,854","9,854.00",Not Provided,9854,0
831,GJILAN,Jobs,Not Provided,129,Ndertimi i amfiteatrit per nevoja te fakulteteve te UP-s Gjilan,2011,CDC NPN,Gjilan,11-Oct-11,"229,868","229,867.66",Not Provided,229867.66,0
832,GJILAN,Jobs,Not Provided,41,Mirembajtja e ndriqimit publik,2011,TERMOMONTIMI,Prishtine,11-Oct-11,"74,436","74,435.50",Not Provided,74435.5,0
833,GJAKOVE,Supply,National Budget,59,"""Instalimi I kamerave ne sh.m.e.""Kadri Kusari "" ne Gjakove""",2011,KIBERNETIKA,Gjakove,14-Oct-11,"2,700","2,700.00",Not Provided,2700,0
834,FERIZAJ,Supply,National Budget,149,"Furnizim me grila te metalit per dyer dhe dritare dhe furnizimi me kubeza te betonit per rregullimin e oborrit te objektit te zyres civile ne fsh. Dardani, Komuna e Ferizajt",2011,_$ COMERCE NTSH,Ferizaj,17-Oct-11,"3,885","3,885.00",0,3885,0
835,GJAKOVE,Supply,Not Provided,58,"""Leshimi me qira i hapesires se Pallatit te Kultures""",2011,KOSOVA REISEN,Gjakove,17-Oct-11,"2,484","2,484.00",Not Provided,2484,0
836,GJAKOVE,Supply,National Budget,62,"""Furnizim me paisje-inventar mjekesor""",2011,NOBELI,Gjakove,17-Oct-11,"9,990","9,990.00",Not Provided,9990,0
837,FERIZAJ,Services,National Budget,150,Renovimi i shkolles fillore _Konstandin Kristoforidhi ne fsh. Nerodime _ Komuna e Ferizajt,2011,IMPACT SHPK,Shtime,20-Oct-11,"4,437","4,436.84",0,4436.84,0
838,FERIZAJ,Jobs,National Budget,151,Riparimi i murit me tulla prane Ures se Dudit ne rr. _Naim Beka ne Ferizaj,2011,_$ COMERCE NTSH,Ferizaj,20-Oct-11,"4,724","4,724.00",0,4724,0
839,GJILAN,Jobs,Not Provided,136,"RRegullimi i rrethojave metalike n[ shkollen e re A.ramadani,M.Zajmi dhe N.Hikmet",2011,METALIKU NZP,Gjilan,20-Oct-11,"9,993","9,992.67",Not Provided,9992.67,0
840,FERIZAJ,Jobs,National Budget,153,"Ndertimi i aneksit te sh. f. ne fshatin Terrn, Komuna Ferizaj (pune shtese)",2011,UNITEC GROUP SHPK,Suhareke,21-Oct-11,"11,993",0,"11,992.90",11992.9,0
841,GJILAN,Supply,Not Provided,148,Furnizim me far gruri dhe pleh artificial,2011,RENDIMENTI,Rogane,21-Oct-11,"42,000","42,000.00",Not Provided,42000,0
842,GJAKOVE,Services,National Budget,56,"""Transporti i nxenesve ne relacione te ndryshme"" pj.I-re",2011,ARTI TAXI,Gjakove,24-Oct-11,"4,594","4,593.60",Not Provided,4593.6,0
843,GJAKOVE,Services,National Budget,56,"""Transporti i nxenesve ne relacione te ndryeshme"" -pj.II,IV & VI",2011,METI COMERC,Skivjan,24-Oct-11,"10,214","10,214.40",Not Provided,10214.4,0
844,GJAKOVE,Services,National Budget,56,"""Transporti i nxenesve ne relacione te ndryeshme""-pj.III,V,Vii,VIII,IX,X &XII",2011,QLIRIMI,Duzhnje,24-Oct-11,"15,802","15,802.48",Not Provided,15802.48,0
845,GJAKOVE,Services,National Budget,56,"""Transporti i nxenesve ne relacione te ndryeshma""-Pj.XI",2011,EKREMI TOURS,Duzhnje,24-Oct-11,"3,744","3,744.00",Not Provided,3744,0
846,GJILAN,Supply,Not Provided,150,Furnizim me lektyra shkollore per nevoja te bibliotekes se qytetit,2011,ABC NTP,Gjilan,25-Oct-11,"5,718","5,718.40",Not Provided,5718.4,0
847,GJILAN,Jobs,Not Provided,157,RRegullimi i zyrave te kryetarit (vazhdim),2011,EP-DIZAJN,Gjilan,25-Oct-11,"8,727","8,727.00",Not Provided,8727,0
848,GJILAN,Services,Not Provided,137,Rezervimi i biletave Prishtine - Satmboll dhe anasjelltas per studentat e fak.Edukimit,2011,AIR TOUR,Prishtine,25-Oct-11,"5,555","5,554.95",Not Provided,5554.95,0
849,GJILAN,Jobs,Not Provided,120,Rregullimi i infrastrultures Jugu 1 Lot 2,2011,MAGJISTRALJA NNT,Gjilan,25-Oct-11,"20,489","20,488.76",Not Provided,20488.76,0
850,FERIZAJ,Supply,Municipal Budget,157,Furnizimi i fermerve me fidane te pemeve molleve-Ferizaj,2011,FIDANISHTJA METI NP,Kamenice,26-Oct-11,"9,914","9,913.80",0,9913.8,0
851,FERIZAJ,Services,Municipal & National Budget,159,Sigurimi fizik i objektit te Komunes dhe objekteve te QKMF-se ne Ferizaj,2011,SYRI I SHQIPONJES NSH,Kacanik,26-Oct-11,"5,441",0,"5,441.00",5441,0
852,GJILAN,Jobs,Not Provided,149,"Punimi i anekseve Ardhmeria II,Ambulanca Dardania dhe rrethoja metalike Pograxh",2011,ENGRUP SHPK,Prishtine,26-Oct-11,"25,062","25,061.57",Not Provided,25061.57,0
853,FERIZAJ,Supply,National Budget,158,Furnizimi me stufa per nevojat e Administrates Komunale dhe shkollave-Ferizaj,2011,EL SHPETIMI NT,Podujeve,27-Oct-11,"1,660","1,660.00",0,1660,0
854,GJILAN,Jobs,Not Provided,139,Punimi i kanalizimit atmosferik-fekal te rr. Jugu 1,2011,MAGJISTRALJA NNT,Gjilan,27-Oct-11,"24,040","24,040.42",Not Provided,24040.42,0
855,GJAKOVE,Supply,National Budget,63,"""Furnizim me stufa per shkolla""",2011,NOBELI,Gjakove,28-Oct-11,"9,625","9,625.00",Not Provided,9625,0
856,GJILAN,Jobs,Not Provided,155,Pastrimi i terenit per ndertimin e serres sh.m.Arberia-Z.S.Ages,2011,S6G CONSTRUCTION,Gjilan,31-Oct-11,"9,450","9,450.00",Not Provided,9450,0
857,GJILAN,Supply,Not Provided,145,Furnizim me material Stomatologjik - QKMF,2011,LETAMED NTSHM,Suhareke,1-Nov-11,"88,391","88,391.00",Not Provided,88391,0
858,GJILAN,Supply,Not Provided,146,Furnizim mederivate per vetura dhe gjenerator,2011,COMPACT GROUP,Gjilan,1-Nov-11,"100,000","100,000.00",Not Provided,100000,0
859,GJILAN,Supply,Not Provided,140,Furnizim me makina mjelese Lot II,2011,AGRO INTERNACIONAL,Fushe Kosove,1-Nov-11,"12,423","12,423.00",Not Provided,12423,0
860,FERIZAJ,Supply,National Budget,160,Furnizim me piano per shkollen e Muzikes ne Ferizaj,2011,AMADEUS NTP,Ferizaj,2-Nov-11,"2,600","2,600.00",0,2600,0
861,FERIZAJ,Supply,National Budget,161,"Furnizim me nje makine per pastrimin e dyshemese ne shkollen fillore,Tefik _anga, ne Ferizaj",2011,EDI PASTRIM PROFESIONAL NTP,Ferizaj,2-Nov-11,"1,500","1,500.00",0,1500,0
862,GJAKOVE,Services,National Budget,60,"""Mirembajtja dimerore e rrugeve urbane dhe rurale"" -pj.I-re",2011,QABRATI,Gjakove,2-Nov-11,"57,502","57,502.38",Not Provided,57502.38,0
863,GJAKOVE,Services,National Budget,60,"""Mirembajtja dimerore e rrugeve urbane dhe rurale"" -pj.II-te",2011,VICTORIA INVEST INTERNATIONAL,Suhareke,2-Nov-11,"10,000","10,000.00",Not Provided,10000,0
864,GJILAN,Services,Not Provided,124,Hartimi i dokumentacionit investivo-teknik Lot III- Elektrika,2011,V3 ING NTP,Prishtine,2-Nov-11,"34,630","34,630.00",Not Provided,34630,0
865,FERIZAJ,Supply,Municipal Budget,162,Furnizim me makina mjelese per lopet qumeshtore per fermeret Komuna e Ferizajt,2011,FITOFARMA NTP,Ferizaj,4-Nov-11,"9,520","9,520.00",0,9520,0
866,FERIZAJ,Supply,Municipal & National Budget,163,"Furnizim me paisje amviserie per dy familje serbe ne Fshatin Bablak, Komuna e Ferizajt",2011,EL SHPETIMI NT,Podujeve,4-Nov-11,"2,192","2,192.00",0,2192,0
867,VITI,Services,Not Provided,72,Hartimi i programit per taksat e Biznesit,2011,INFORMATIKA COMPUTERS,Mitrovice,4-Nov-11,"2,784","2,784.00",0,2784,0
868,FERIZAJ,Jobs,National Budget,164,Renovimi i objektit te QMF-se _I- ne Ferizaj (pune shtese),2011,BETONI NNP,Ferizaj,8-Nov-11,"9,300",0,"9,300.00",9300,0
869,FERIZAJ,Jobs,Municipal Budget,165,"Rregullimi i rrjetit te kanalizimit fekal ne Fshatin Mirashe, Komuna e Ferizajt (pune shtese)",2011,KUSHTRIMI NM NTSH,Viti,8-Nov-11,"17,525",0,"17,525.15",17525.15,0
870,FERIZAJ,Supply,Municipal Budget,166,Furnizimi me material ndertimor dhe ndertimi i shtepive per rastet sociale-Ferizaj,2011,DYNAMIC COMPANY NPN,Ferizaj,9-Nov-11,"52,963","52,962.92",0,52962.92,0
871,FERIZAJ,Jobs,National Budget,167,Renovimi i katit te pare te objektit te QKMF-se ne Ferizaj,2011,ATC COM NNP,Kacanik,10-Nov-11,"10,892","10,891.76",0,10891.76,0
872,FERIZAJ,Supply,National Budget,168,"Rregullimi i rrjetit te kanalizimit fekal dhe atmosferik ne shkollen fillore,Konstantin Kristoforidhi, ne Fshatin Nerodime, Komuna e Ferizajt",2011,M&F2 NNP,Ferizaj,10-Nov-11,"8,663","8,663.47",0,8663.47,0
873,GJILAN,Supply,Not Provided,158,Furnizim me inventar per nevoja te Inspeksionit,2011,COMPACT GROUP,Gjilan,10-Nov-11,"2,750","2,750.00",Not Provided,2750,0
874,GJILAN,Supply,Not Provided,159,Furnizimi dhe vendosja e trupave ndriques ne fshatin Perlepnice,2011,TONI GONI NTP,Gjilan,10-Nov-11,"9,453","9,453.00",Not Provided,9453,0
875,FERIZAJ,Jobs,Donation,169,"Ndertimi i rrjetit te kanalizimit fekal, ujesjellesit dhe asfaltimi i rruges ne Lagjen e Qiragjinjeve, ne Ferizaj (pune shtese)",2011,STRASSEN & TIEFBAU NNP,Ferizaj,11-Nov-11,"10,459",0,"10,459.00",10459,0
876,FERIZAJ,Supply,National Budget,170,"Rregullimi i klases verore ne sh.f.ne Fshatin Dardani, Komuna e Ferizajt",2011,BLEDI NPN,Gjilan,11-Nov-11,"3,760","3,760.40",0,3760.4,0
877,FERIZAJ,Supply,Municipal Budget,171,"Hortikultura-gjelbrimi i hapesirave te reja ne qytet, parku rruga,Brahim Ademi, ne Ferizaj-Faza II",2011,IDEALI NSHP,Ferizaj,11-Nov-11,"9,950","9,950.00",0,9950,0
878,FERIZAJ,Supply,National Budget,172,"Renovimi i kupoles, terases dhe i dy zyreve administrative ne sh.f.ne Fsh. Greme-Lagjja e Omurajve-Ferizaj",2011,ATC COM NNP,Kacanik,11-Nov-11,"6,220","6,220.00",0,6220,0
879,FERIZAJ,Supply,Municipal Budget,173,"Hortikultura-Mirembajtja e hapesirave publike ne qytet, hapesira ne rr.Hamez Jashari, dhe hapesira te QKMF-II",2011,NDERTIMTARI MAXHUNAJ NNP,Vushtrri,14-Nov-11,"4,520","4,520.00",0,4520,0
880,FERIZAJ,Supply,National Budget,174,Furnizimi me pajisje mjekesore per QKMF-ne ne Ferizaj,2011,ATOM MED NTSH,Ferizaj,15-Nov-11,"7,462","7,462.00",0,7462,0
881,GJAKOVE,Jobs,Donation,69,"""Ndertimi-asfaltimi i rruges ne fshatin Guske""",2011,BERISHA COMPANY & ASFALTI,Gjakove,15-Nov-11,"10,000","10,000.00",Not Provided,10000,0
882,GJAKOVE,Jobs,National Budget,69,"""Ndertimi-asfaltimi i rruges ne fshatin Guske""",2011,BERISHA COMPANY & ASFALTI,Gjakove,15-Nov-11,"119,360","119,360.34",Not Provided,119360.34,0
883,GJILAN,Supply,Not Provided,147,Furnizim me material Biokimik - Hematologjik,2011,BIO LAB NTP,Gjilan,15-Nov-11,"14,489","14,489.00",Not Provided,14489,0
884,GJILAN,Design Contest,Not Provided,152,hartimi i projektit zbatues te parkut ne lagjen Arberia ish tregu i kafsheve,2011,E DESING,Prishtine,15-Nov-11,"9,100","9,100.00",Not Provided,9100,0
885,FERIZAJ,Services,Municipal & National Budget,175,"Pastrimi dhe mirembajtja e rrugeve dhe parqeve te Komunes, per sezonin veror dhe dimeror ne Ferizaj",2011,KRM PASTERTIA,Ferizaj,16-Nov-11,"22,903",0,"22,903.21",22903.21,0
886,GJILAN,Jobs,Not Provided,143,Mirembajtja dimerore e rrugeve,2011,TALI SHPK,Gjilan,16-Nov-11,"59,964","59,963.70",Not Provided,59963.7,0
887,GJILAN,Supply,Not Provided,163,Furnizim me kamera vezhgimi QKMF-ja,2011,NAS SYSTEMS NTP,Gjilan,16-Nov-11,"2,468","2,468.00",Not Provided,2468,0
888,FERIZAJ,Services,Municipal & National Budget,176,"Pastrimi dhe mirembajtja e objektit te Komunes,Dispanzerit, Qendra nr.2, Qendra nr.4 dhe QPS-se ne Ferizaj",2011,SCORPION SHPK,Viti,17-Nov-11,"5,558",0,"5,558.00",5558,0
889,FERIZAJ,Supply,Municipal & National Budget,179,Bartja e nxenesve me nevoja te veqanta ne relacionin Ferizaj-Prizren,2011,MERKATORI SHA,Gjilan,17-Nov-11,"3,240","3,240.00",0,3240,0
890,HANI I ELEZIT,Supply,National Budget,38,"Furnizim me derivate te naftes per komunen, shkollat, QKMF, Zjarrfikasat, APK-ne etj,.",2011,BUBEARI KOMERC NPTSH,Kacanik,17-Nov-11,"7,739","7,738.71",0,7738.71,0
891,VITI,Jobs,Not Provided,65,Ndertimi i kompleksit te varrezave te deshmorve ne Viti,2011,S ING PROJEKT,Viti,19-Nov-11,"70,000","67,887.60","2,112.40",70000,0
892,GJAKOVE,Supply,National Budget,64,"""Furnizim me banka dhe karriga per shkolla""",2011,NOBELI,Gjakove,21-Nov-11,"8,070","8,070.00",Not Provided,8070,0
893,GJILAN,Services,Not Provided,161,Shqyrtimi i konstruksionit per mundesin e mbindertimit te objekti i fakultetit te edukimit,2011,IBMS NSH,Prishtine,23-Nov-11,"1,730","1,730.00",Not Provided,1730,0
894,FERIZAJ,Supply,Municipal & National Budget,181,Furnizim me mobile per zyren- Kabinetin e Kryetarit dhe zyren e Deputeteve te Republikes se Kosoves nga rajoni i Ferizajt-K.e Ferizajt,2011,LIBERTA CLASS NTP,Ferizaj,24-Nov-11,"2,160","2,160.00",0,2160,0
895,GJAKOVE,Jobs,Donation,67,"""Ndertimi-asfaltimi i rruges ne fshatin Orize-Meje""",2011,EUROASPHALT,Gjakove,25-Nov-11,"9,200","9,200.00",Not Provided,9200,0
896,GJAKOVE,Jobs,National Budget,67,"""Ndertimi-asfaltimi i rruges ne fshatin Orize-Meje""",2011,EUROASPHALT,Gjakove,25-Nov-11,"69,670","69,670.39",Not Provided,69670.39,0
897,GJAKOVE,Jobs,National Budget,71,"""Ndertimi-asfaltimi I rruges ne fshatin Sheremet - Lagjia Bojaj""",2011,BALA,Gjakove,25-Nov-11,"33,327","33,326.73",Not Provided,33326.73,0
898,GJAKOVE,Supply,National Budget,73,"""Furnizim me perde trake""",2011,GENCI ROL,Prishtine,29-Nov-11,"1,386","1,386.00",Not Provided,1386,0
899,GJAKOVE,Supply,National Budget,74,"""Furnizim me kompjutera""",2011,KIBERNETIKA,Gjakove,29-Nov-11,"7,206","7,206.00",Not Provided,7206,0
900,GJILAN,Supply,Not Provided,169,"Furnizim me dru per ngrohje per nevoja te Komunes,bibliotekave,QKMF-s dhe raste sociale",2011,MALI NTP,Gjilan,30-Nov-11,"126,000","126,000.00",Not Provided,126000,0
901,FERIZAJ,Supply,National Budget,185,Furnizim me mobileri per zyren e Drejtorit te Arsimit,2011,LIBERTA CLASS NTP,Ferizaj,1-Dec-11,"6,030","6,030.00",0,6030,0
902,FERIZAJ,Supply,Municipal Budget,186,Furn.dhe mbushja e kanalit me zhavor 0.63. mm si dhe furniz.i konzollave te metalta dhe montimi i tyre ne rrugen e Demajve ne Fsh.Bibaj,2011,STRASSEN & TIEFBAU NNP,Ferizaj,1-Dec-11,"1,960","1,960.00",0,1960,0
903,GJILAN,Supply,Not Provided,170,Furnizim me invenventar Qerdhja Qrdhmeria II,2011,ILIRIA NPT,Prishtine,1-Dec-11,"9,959","9,959.00",Not Provided,9959,0
904,FERIZAJ,Services,Municipal Budget,187,Vaksinimi i gjedhit kunder semundjeve Klostridiale ne fermat komerciale dhe Fshatrat e rrezikuara nga kjo semundje ne K.e Ferizajt-Faza e I-re,2011,KV VETERINA FARM,Ferizaj,2-Dec-11,"9,800","9,800.00",0,9800,0
905,FERIZAJ,Jobs,Municipal Budget,188,Riparimi i rruges ne Fshatin Balaj _ lagjja Zeqiraj,2011,STRASSEN & TIEFBAU NNP,Ferizaj,2-Dec-11,"9,987","9,986.75",0,9986.75,0
906,GJILAN,Jobs,Not Provided,160,"Fur.uj te pishe, Ponesh,ujesjellsi pograxh dhe rrafsh.i terenit",2011,MIZI NPSH ,Zhegar,2-Dec-11,"8,365","8,365.00",Not Provided,8365,0
907,GJILAN,Services,Not Provided,G162,Servisimi dhe mir[mbajtja e kompjuterave dhe apar.fotokopjues,2011,DPT PRO COMPUTERS,Gjilan,2-Dec-11,"9,220","9,220.00",Not Provided,9220,0
908,GJAKOVE,Jobs,Municipal Budget,65,"""Instalimi i ngrohjes qenderore ne QMF-ne ne Brekoc dhe kalldatores ne QMF-ne ne Erenik""",2011,PROTERM,Prishtine,5-Dec-11,"12,827","12,826.81",Not Provided,12826.81,0
909,GJILAN,Jobs,Not Provided,G167,Punimi i mbindertimit te objekti i fakulteteve - Gjilan,2011,ENGRUP SHPK,Prishtine,5-Dec-11,"113,239","113,238.65",Not Provided,113238.65,0
910,GJILAN,Supply,Not Provided,147,Furnizim me material Biokimik - Hematologjik Lot II,2011,KOSLABOR,Suhareke,5-Dec-11,"9,614","9,614.00",Not Provided,9614,0
911,GJILAN,Supply,Not Provided,165,Furnizim me gjeneartor per shkolla dhe QKMF,2011,BETI COMMERC NTP,Gjilan,5-Dec-11,"7,136","7,136.00",Not Provided,7136,0
912,FERIZAJ,Supply,National Budget,189,"Furnizim me gjenerator per sh.m.Bujqesore,Zenel Hajdini, ne Ferizaj",2011,ELITA NTP,Ferizaj,6-Dec-11,"6,605","6,605.00",0,6605,0
913,FERIZAJ,Supply,National Budget,190,"Furnizim me agregat per shkollen fillore,Jeronim De Rada, ne Ferizaj",2011,PRANVERA 2005 DPT,Ferizaj,6-Dec-11,"8,600","8,600.00",0,8600,0
914,FERIZAJ,Services,Municipal & National Budget,191,Bartja nxenesve me aftesi te kufizuar ne relacionin Ferizaj-Prishtine dhe anasjelltas,2011,KOMBI TAXI XHAVIT OSMANI,Prishtine,6-Dec-11,"6,000","6,000.00",0,6000,0
915,GJAKOVE,Services,National Budget,72,"""Ruajtja e automjeteve te sekuestruara nga policia""",2011,GOLF X,Gjakove,7-Dec-11,"37,230","37,230.00",Not Provided,37230,0
916,FERIZAJ,Supply,National Budget,192,Furnizim me mobile per zyren- Kabinetin e Kryetarit -Komuna e Ferizajt,2011,LIBERTA CLASS NTP,Ferizaj,8-Dec-11,"3,950","3,950.00",0,3950,0
917,FERIZAJ,Jobs,Donation,193,"Riparimi i oborrit me kubeza te betonit te sh.f.,Hajriz Muhadini,Fsh.Dremjak",2011,EURO GARTEN NSHP,Lipjani,8-Dec-11,"2,215","2,215.00",0,2215,0
918,FERIZAJ,Jobs,National Budget,194,Renovimi i dispanzerit antituberkuloz ne Ferizaj (pune shtese),2011,CDC NPN,Gjilan,8-Dec-11,"3,377",0,"3,376.80",3376.8,0
919,GJAKOVE,Services,National Budget,68,"""Hapja e puseve ne dy shkolla""",2011,KORBEN,Gjakove,13-Dec-11,"2,800","2,800.00",Not Provided,2800,0
920,GJAKOVE,Supply,National Budget,77,"""Punimi i orendive per disa zyre ne Komunen e Gjakoves""",2011,ARDI CONSTRUCT,Gjakove,13-Dec-11,"2,950","2,950.00",Not Provided,2950,0
921,FERIZAJ,Services,Municipal & National Budget,196,Dehelmentizimi i gjedhit ne fermat komerciale dhe Fshatrat e Komunes se Ferizajt Faza e dyte,2011,VETERINA FARM NSH,Ferizaj,14-Dec-11,"3,200","3,200.00",0,3200,0
922,FERIZAJ,Services,National Budget,198,"Riparimi (perforcimi) i trajeve me fibra karboni ne forme pelhure (FRP) ne katin perdhese ne sh.f.,Dituria, ne Fsh.Dardani",2011,KONSTRUKTORI NN,Podujeve,15-Dec-11,"4,892","4,892.09",0,4892.09,0
923,FERIZAJ,Supply,Municipal Budget,199,"Furnizim me dekorim, zbukurim te qytetit per festat e fundvitit ne Ferizaj",2011,STAR GRAF NPSH,Ferizaj,16-Dec-11,"9,885","9,885.00",0,9885,0
924,GJAKOVE,Services,Municipal Budget,75,"""Mirembajtja e gjelberimit ne Komunen e Gjakoves""",2011,BENI,Plancor,19-Dec-11,"120,000","120,000.00",Not Provided,120000,0
925,GJAKOVE,Jobs,Donation,76,"""Ndertimi -asfaltimi i rrugeve ""L.Prizrenit"",""A.Buza"" dhe ""T.Gjoka""",2011,GASHI ING NNTPP,Suhareke,19-Dec-11,"4,420","4,420.00",Not Provided,4420,0
926,GJAKOVE,Jobs,National Budget,76,"""Ndertimi -asfaltimi i rrugeve ""L.Prizrenit"",""A.Buza"" dhe ""T.Gjoka""",2011,GASHI ING NNTPP,Suhareke,19-Dec-11,"280,540","280,540.00",Not Provided,280540,0
927,FERIZAJ,Jobs,Municipal Budget,201,_Furnizimi me material ndertimor dhe ndertimi i shtepive per rastet sociale-Ferizaj (pune shtese),2011,DYNAMIC COMPANY NPN,Ferizaj,20-Dec-11,"4,023",0,"4,023.00",4023,0
928,GJILAN,Supply,Not Provided,173,Furnizim me material reklamues per fundevit,2011,OFFICE TRADE NTSH,Prishtine,20-Dec-11,"9,382","9,381.70",Not Provided,9381.7,0
929,VITI,Services,Not Provided,89,Botimi i Vjetarit 2011,2011,FOTO MUSA,Viti,22-Dec-11,"2,000","2,000.00",0,2000,0
930,FERIZAJ,Services,Donation,204,"Auditimi i projektit,Rregullimi i shtratit te lumit te,Ura e Dudit, ne Ferizaj",2011,ALBACCOUNT NSH,Ferizaj,23-Dec-11,"1,485","1,485.00",0,1485,0
931,VITI,Supply,Not Provided,81,Furnizimi me derivate per nevoja te autoritetit kontraktues,2011,KUSHTRIMI PETROL,Viti,24-Dec-11,"95,000","95,000.00",0,95000,0
932,FERIZAJ,Jobs,Municipal Budget,208,"Rregullimi i rrjetit te kanalizimit atmosferik ne rr.,Rexhep Bislimi, - vazhdimi i punimeve (faza e II-te) ne Ferizaj",2011,BERISHA COMPANY SHA,Ferizaj,30-Dec-11,"48,992","48,991.68",0,48991.68,0
933,GJAKOVE,Supply,Municipal Budget,66,"""Furnizim me inventar per Pallatin e Kultures ""A.Vokshi"" dhe Biblioteken ""I.Rugova""",2011,AR-EN,Gjakove,30-Dec-11,"14,268","14,268.00",Not Provided,14268,0
934,GJAKOVE,Jobs,Municipal Budget,78,"""Renovime te ndryshme te objekteve ne Komunen e Gjakoves""",2012,KORBEN & MAGG HOLDING,Gjakove,19-Jan-12,"680,000","680,000.00",Not Provided,680000,0
935,GJAKOVE,Supply,Not Provided,80,"""Menaxhimi i parkingut perballe Komunes""",2012,A-SHEHU,Gjakove,20-Jan-12,"1,680","1,680.00",Not Provided,1680,0
936,PRISHTINE,Services,National Budget,18,Pastrimi emergjent I rrugeve dhe trotuareve ne qytet,2012,Not ProvidEd,Prishtine,8-Feb-12,"131,973",Not Provided,"131,973.00",131973,0
937,FERIZAJ,Supply,Municipal Budget,1,Furnizimi dhe montimi i sistemit te kamerave te sigurise te Gjendja Civile dhe te Zyra Pritese si dhe te Muzeu dhe Galeria ne Ferizaj,2012,KOS ING SHPK,Prishtine,10-Feb-12,"5,036","5,035.60",0,5035.6,0
938,FERIZAJ,Services,Municipal Budget,4,Hartimi i tri detyrave projektuese per projektet kapitale te Komunes se Ferizajt,2012,BYRO PROJEKTIMI DIAGONAL NSH,Ferizaj,15-Feb-12,"4,000","4,000.00",0,4000,0
939,GJAKOVE,Services,National Budget,6,"""Veprimtaria kulturore me rastin e 17 Shkurtit-Dites se Pavaresise se Kosoves""",2012,ALMIRI AS,Gjakove,16-Feb-12,"3,090","3,090.00",Not Provided,3090,0
940,GJAKOVE,Supply,National Budget,2,"""Furnizim vjetor me derivate te naftes per nevojat e automjeteve zyrtare te Komunes se Gjakoves""",2012,D&Z,Meje,1-Mar-12,"155,000","155,000.00",Not Provided,155000,0
941,GJAKOVE,Services,Not Provided,4,"""Menaxhimi i parkingjeve ne rruget ""N.Tereze"" dhe ""M.Barleti""",2012,ANZA,Dechan,1-Mar-12,"17,100","17,100.00",Not Provided,17100,0
942,GJAKOVE,Supply,National Budget,10,"""Furnizim me rroba pune """,2012,BIG STAR,Gjakove,5-Mar-12,"1,830","1,830.00",Not Provided,1830,0
943,GJAKOVE,Jobs,Municipal Budget,11,"""Rregullimi i nxemjes qendrore ne konvikt dhe disa shkolla""",2012,KORBEN & MAGG HOLDING,Gjakove,6-Mar-12,"6,923","6,923.00",Not Provided,6923,0
944,FERIZAJ,Services,National Budget,8,"Sherbime konsulente, keshilldhenese per ngritjen e efikasitetit dhe efektivitetit te Njesise se zhe. sidomos ne fushen e permbushjes se aplikacioneve per perfitimin e granteve nga Komisioni Evropian",2012,CONSULTING NSHT,Gjilan,7-Mar-12,"7,500","7,500.00",0,7500,0
